Index,Text
212,Zombi aracnoide
215,Evocatore PNG
216,Fionda
217,Mantello Turbinante
219,Incantamento multiplo bastone
222,Gelo aumentato PNG
223,Ragno esplosivo
224,Guardiano di cenere
225,Caverna glaciale
227,Elettricità aumentata PNG
229,Paralisi 100%
234,Recupero PNG
235,Tomo magico: Mantello turbinante
237,Evoca Draugr
238,Cubo di controllo
239,Mantello Turbinante
240,Ragno del controllo mentale
241,Init quest
242,La via della conoscenza
243,Talvas
244,Armatura magica PNG
245,Incantatore
246,Skyrim
247,Solstheim
249,"Lanciato su una superficie vicina, esplode quando i nemici sono vicini, intrappolandoli in cenere solida per <dur> secondi. "
250,Pietra del cuore
252,Sala degli incontri di Thirsk
254,Visuale ragno fiammeggiante
255,Officina di Nchardak
258,Spezieria di Tel Mithryn
259,Frea
260,Servigi di Elynea
261,Libro Nero: Leggende taciute
262,Casa del sovrintendente di Tel Mithryn
264,Lancia dei riekling
265,Appunti sugli esperimenti coi ragni
267,Ragno albino
268,Incantatore di bastoni
269,Baule
270,Ildari Sarothril
271,Frenesia
272,Danni Turbine
273,Tel Mithryn
274,Ragno velenoso esplosivo
275,Erba puntuta
276,Ralis
277,Una potente esplosione che infligge <mag> punti di danno in un raggio di 15 piedi. I bersagli in fiamme subiscono danni ulteriori.
278,Calaverna
279,Raccogli
283,Baule
284,Interruttore d'infusione
285,Tomo magico: Corazza di cenere
286,Apocrypha
287,Erba puntuta
289,Recupero PNG
290,Ralis Sedarys
291,Tomo magico: Runa di cenere
292,Nota misteriosa
293,Mantello Turbinante
295,Nota misteriosa
296,Fazione Ragno esplosivo
298,Ragno albino
299,Fionda
301,Mantello Turbinante
302,Radice amara
303,Libro Nero: Sogni a occhi aperti
304,Varona
305,Baule di deposito per cubi
307,Varona Nelas
308,I bersagli di livello <20> o inferiore che non resistono all'incantesimo diventano frenetici per <30> secondi.
310,Fazione Ragno esplosivo
311,Creature e persone attaccano i nemici vicini per 10 secondi.
312,Runa di cenere
313,Baule
314,Radice amara
315,Ulves Romoran
316,Corazza di cenere
317,Aphia Velothi
319,Krosulhah
320,Tenuta Severin
321,Tumulo di Hrothmund
323,Torre di Highpoint
324,Gol
325,H4
326,Veleth
329,Varona è andata a Roccia del Corvo per una commissione.
331,Fazione Incudine d'Ebano Roccia del Corvo
334,Conosci qualcuno che accetterebbe il lavoro?
337,Chiave della fattoria Ienth
339,Milore
341,Fattoria Ienth
342,Capitano Veleth
343,Tilisu
344,Chiave della casa di Glover Mallory
345,Tilisu Severin
348,Roccia del Corvo
349,Chiave del Conato Volante
350,Diario di Ralis Sedarys - Volume 20
351,Tame Dragon controller
352,Fazione Tenuta Severin Roccia del Corvo
353,Fazione condivisa Vendil e Tilisu
354,Chiave del tempio di Roccia del Corvo
355,Raccogli
359,Piega Volontà
360,Terra
361,Mente
362,Tumulo di Hrothmund
363,Glover Mallory
364,Tempio
366,Dov
367,Dravynea
370,Crescius Caerellius
371,Chiave della tenuta Morvayn
373,Attira-mosche
374,Fazione Casa di Crescius Caerellius Roccia del Corvo
378,Sembri molto ansioso di andartene.
380,Dreyla
381,Aphia
383,Chiave di casa Alor
387,Cinghiale riekling
388,Radice amara
389,Diario di Ralis Sedarys - Volume 23
390,Fazione Tempio Roccia del Corvo
391,Fethis
392,Dravynea la Fila-sassi
393,Arcinebria
394,Ho trovato Varona morta sulla strada per Roccia del Corvo.
395,Fai rapporto a Neloth
396,Capanno dello sciamano
397,Garyn
398,Trova un nuovo sovrintendente
399,Informa Neloth che Varona è morta
401,Trova Varona
402,Garyn Ienth
403,Fazione Fattoria Ienth Roccia del Corvo
405,Chiave di casa Caerellius
406,Geldis Sadri
409,Vendil
410,Lleril Morvayn
415,Il Baluardo
416,Diario di Ralis Sedarys - Volume 22
417,Un nuovo debito
418,Baracca dei riekling
419,Varona è morta.
420,Anziano Othreloth
421,Mucchio d'oro
425,Tenuta Morvayn
427,Dreyla Alor
430,Vuoi essere il nuovo sovrintendente di Tel Mithryn?
432,Attivatore sasso fionda
433,Galdrus
435,Piega Volontà
439,Milore Ienth
441,Adril Arano
443,Ti ho trovato un nuovo sovrintendente.
444,Chiave della tenuta Severin
446,Galdrus Hlervu
447,Casa Caerellius
449,Piega Volontà
453,Geldis
457,Lleril
459,Drago
460,Casotto abbandonato
461,Guardiano di prova
462,Riekling su cinghiale
463,Libro Nero: Acume epistolare
468,Doma Drago
471,Mucchio d'oro
473,Glover
474,Hai visto Varona?
476,Diario di Ralis Sedarys - Volume 21
478,Othreloth
479,Libro Nero: Leggende taciute
484,Torre di Highpoint
485,Cosa vendi?
488,Fethis Alor
489,Fazione Conato Volante Roccia del Corvo
491,Arcinebria
492,Crescius
494,Fazione Baluardo Roccia del Corvo
495,Il sovrintendente riluttante
500,Cindiri
502,Vendil Severin
503,Mirri
504,Mirri Severin
505,"No, non ho visto Varona."
506,Gjalund
507,Fazione condivisa Crescius e Aphia
508,Adril
509,Gjalund Istinto Salmastro
510,Fazione Tenuta Morvayn Roccia del Corvo
511,Casa Alor
512,Drago
514,Effetto Piega Volontà - Sbilanciamento
515,Al Conato Volante
517,Tumulo di Hrothmund
519,Fazione condivisa Adril e Cindiri Arano
521,Cindiri Arano
522,Casa di Glover Mallory
523,Camere della tenuta Morvayn
524,Arcinebria
525,Fazione condivisa Fethis e Dreyla Alor
526,Diario di Ralis Sedarys - Volume 19
527,Pozione del benessere vigoroso
528,Rileva fonte di cenere
530,Vecchia fattoria Attius
532,Elmus
534,per piantare il fittone
540,Un nuovo passaggio per cosa?
542,Bracciali imperiali
546,Ciclone
547,Rileva fonte di cenere
548,Fazione Guardie Roccia del Corvo
550,Chiave della casa di Edla
556,Corazza imperiale
557,5 pezzi d'oro
562,Raven Rock Ienth Farm Scene 02
570,Slitter
575,Parla con Mogrul
578,25 pezzi d'oro
582,10 pezzi d'oro
584,Non fare niente
585,Sfida la sorte
587,Devi aggiungere oro
589,Finna
590,Raven Rock Crescius's House Scene 01
594,Cortile di Castel Karstaag
599,Edificio abbandonato
603,Casa di Crescius
604,Fattoria Ienth
605,Thirsk Mead Hall Dialogue
606,Posizione del tempio
608,Casa di Glover Mallory
609,Casa Alor
611,Al Conato Volante
612,Caserme del Baluardo
614,Benedizione della volpe
615,Prigione del Baluardo
616,Osservatorio di Saering
619,Testa
620,Spina dorsale
621,Trono di Karstaag
622,Apprendi la Parola del Potere
623,Ho distrutto il guardiano di cenere.
628,Ragno fiammeggiante occultato
629,Pianta il fittone
630,Credo che tornerò più tardi.
633,Chiave della casa di Oslaf
636,"Usa l'urlo ""Piega Volontà"" per domare Sahrotaar"
641,Attendi che Storn legga il libro
643,Sulla cima di Apocrypha
644,"Leggi ""Sogni a occhi aperti"""
645,Parla con Storn
647,Che cosa mi sai dire sulle Sorgenti di Harstrad?
649,Il Coltivatore dell'Uomo
650,Era nella tomba di Ildari Sarothril.
652,Randello del Campione
653,Rampicanti
656,Capo dei riekling
657,Avvicinati alla sala degli incontri di Thirsk
660,Questa pietra del cuore è la fonte degli attacchi.
662,Dialogo Villaggio Skaal
663,Parla con Storn
665,Sconfiggi l'abissale
666,Grande sala di Benkongerike
667,Parla con Storn
668,Parla con Storn Solca Dirupi
669,Raven Rock Any Location Scene 06
670,Oslaf
671,Raven Rock Any Location Scene 12
677,Paga o uccidi Mogrul
680,Paga Mogrul
686,Morwen
688,Raven Rock Dialogue
690,Rirns
691,Torna dal capitano Veleth
692,Uccidi il generale Falx Carius
697,Parla con il capitano Veleth
698,Fanari Forte Voce
699,Ragno fiammeggiante esplosivo
700,Bralsa
701,Uccidi la progenie di cenere che attacca il capitano Veleth
710,Ragno albino
712,Uccidi Ildari
717,Parla con Neloth
718,Raven Rock Morvayn Manor Scene 04
724,Parla con Neloth
726,Vecchie conoscenze
727,Raven Rock Morvayn Manor Scene 02
730,Trova l'origine degli attacchi
731,Baldor
732,Caverne di Castel Karstaag
733,Raven Rock Morvayn Manor Scene 05
734,Draugr
736,Raven Rock Morvayn Manor Scene 06
737,Raccogli
739,Pelle di scrib
743,Raven Rock Temple Scene 02
746,Raven Rock Any Location Scene 11
747,Raven Rock Swing & Scoop Scene 02
748,Benedizione della volpe
753,Ragno fiammeggiante esplosivo
754,Nikulas
755,Grande salone
758,Però adesso vuole che io lo paghi.
759,Chiave della casa di Baldor
761,Raven Rock Crescius's House Scene 02
762,Raven Rock Severin Manor Scene 01
763,Raven Rock Severin Manor Scene 02
766,Fazione Casa di Oslaf Villaggio Skaal
768,Raven Rock Any Location Scene 15
769,Raven Rock Netch Scene 01
771,Raven Rock Netch Scene 02
776,Raven Rock Netch Scene 04
777,Bujold l'Intrepida
778,Raven Rock Netch Scene 05
782,Raven Rock Netch Scene 06
785,Raven Rock Netch Scene 07
788,Esplora la tomba di Vahlok
791,Parla con Tharstan
793,Raggiungi la tomba di Vahlok
796,Leggi il Libro Nero
797,Raccogli
800,Chiave della casa di Morwen
804,Rampicanti
805,Raven Rock Any Location Scene 01
806,Raven Rock Any Location Scene 02
808,Raven Rock Any Location Scene 03
812,Raven Rock Any Location Scene 05
813,Accompagna Frea al Villaggio Skaal
815,Raven Rock Temple Scene 03
816,Fazione Casa di Oslaf Villaggio Skaal
817,Raven Rock Any Location Scene 09
819,Raven Rock Any Location Scene 10
821,Raven Rock Beggar Scenes
830,Riprendere Thirsk
831,Tenuta Severin
833,Chiave della casa di Deor
834,Parla con Talvas
840,Finna
841,Dalle ceneri
844,Tu non vieni alla Torre di Highpoint?
845,Parla con Elynea
846,Bagna i fittoni
847,Perché non lo fai tu? Perché io?
854,Lancia al suolo un ragno morto che esplode quando i nemici si avvicinano.
856,Qual è il problema?
858,Raven Rock Any Location Scene 07
860,Il maestro Neloth? Cos'ha fatto?
865,Devi del denaro a Mogrul?
868,Santuario del Tempio di Miraak
876,Fanari
877,Casa di Baldor Forgia Ferro
878,DLC2TT2NelothStartTopic
893,Qualcuno ti sta prendendo di mira?
898,Casa di Deor Taglia Legna
901,Fazione Mendicanti Roccia del Corvo
903,Sorgenti
906,Tenuta Morvayn
908,Break-It Downer
916,Ho sentito dire che sai dove trovare i Libri Neri.
919,Oslaf
922,Talvas ha evocato un guardiano di cenere.
923,Sapevi del guardiano di cenere che si aggira qui?
926,Cos'è andato storto con l'incantesimo del guardiano di cenere?
930,I dwemer? Cosa c'entrano?
934,Morwen
937,Cosa ti serve per curare la torre?
940,Chi lancia l'incantesimo diventa invisibile per <dur> secondi. Attivare un oggetto o attaccare qualcuno spezza l'incantesimo.
941,Perché non lo paghi e basta?
945,Tomo magico: Evoca Guardiano di cenere
947,Crea un Guardiano di cenere che presidia l'area finché non viene distrutto. Consuma una pietra del cuore dall'inventario.
949,Dove trovo dei fittoni?
952,Convertitore arcano - Ingresso
953,"Apprendi la conoscenza nascosta di ""Acume epistolare"""
957,Ne un po' con me. Prendila.
958,Parla con Elynea
959,Ho i tre fittoni bagnati.
970,Elynea diceva che ti servivano questi fittoni.
971,Individuazione bersaglio
976,Stivali imperiali
980,Baldor Forgia Ferro
981,Rirns Llervu
984,Ho piantato il fittone bagnato.
990,Karstaag
992,Se voglio fermare Miraak devo sapere quello che lui sa.
997,Chiave del grande salone skaal
999,Nikulas
1002,Chi sei?
1005,Fazione Creatore di bastoni
1006,Che sta succedendo qui?
1010,Sembra divertente.
1013,Temo di non poterti aiutare adesso.
1019,Aeta
1021,Casa di Edla
1023,Halbarn Vello Ferreo
1036,Recupera tre fittoni (<global=DLC2TTF2TaprootsAcquired>/3)
1040,Falcisangue
1041,Macerie instabili
1049,Miraak
1050,Rileva fonte di cenere
1071,Wulf Sangue Selvaggio
1073,Ildari è morta.
1076,Mi servirebbe un passaggio per Solstheim.
1081,Sconfiggi Miraak
1087,Raven Rock Morvayn Manor Scene 01
1088,Deor Taglia Legna
1092,Yrsa
1094,Invisibilità
1095,Pozione del benessere sommo
1097,Fessura per monete
1103,Posso distruggerlo per te.
1104,Avventuriero
1105,Guaio? Che genere di guaio?
1111,"Usa l'urlo ""Piega Volontà"" sulla Pietra dei Venti"
1123,Distruggi il guardiano di cenere
1124,Ragno fiammeggiante occultato
1133,Respiro della balena
1137,La marcia dei morti
1138,Raven Rock Guard Dialogue
1144,Ho trovato un Libro Nero. Devo saperne di più.
1149,Chiave di Benkongerike
1152,Raven Rock Morvayn Manor Scene 03
1153,Quanto mi devo avvicinare?
1155,E se non ti pagassi?
1159,Casa di Wulf Sangue Selvaggio
1160,Raven Rock Temple Scene 01
1166,Convertitore arcano - Uscita
1169,Ciclone
1172,Edla
1178,Chiave del Tumulo di Gyldenhul
1179,Pozione del benessere copioso
1188,Non c'era nessun cadavere nella tomba. Solo la pietra del cuore.
1189,Raven Rock Any Location Scene 04
1192,La gilda conosce qualcuno che lo farebbe?
1200,Hilund
1208,Pozione del benessere
1209,Uccidi i riekling (<Global=DLC2MH01RieklingsKilled>/<Global=DLC2MH01RieklingsTotal>)
1211,Tharstan
1220,Fazione Casa di Oslaf Villaggio Skaal
1227,Pietra del cuore
1230,Signore dei predoni
1235,Guardiano di cenere
1237,Retaggio perduto
1239,Casa di Oslaf
1243,Il destino degli skaal
1255,Dove siamo diretti?
1258,Rileva fonte di cenere
1264,"Come mi dispiace! Ecco, tieni i soldi."
1265,Curare una casa
1266,Osservatorio di Saering
1270,Halbarn
1277,Fazione Casa di Oslaf Villaggio Skaal
1278,Aeta
1281,Lentezza
1282,Raven Rock Severin Manor Scene 03
1285,Anello della ricerca di Neloth
1301,Radice amara
1307,Elmo imperiale
1308,Riguardo all'oro che ti deve Drovas...
1309,Fazione Casa di Oslaf Villaggio Skaal
1311,Lentezza
1312,Lancia al suolo un ragno fiammeggiante occultato che infligge danni da fuoco ai nemici che si avvicinano.
1315,Casa di Morwen
1318,Wulf
1320,Haknir Marchio Mortale
1321,Mucchio di fieno
1328,Raccogli
1329,Raven Rock Swing & Scoop Scene 01
1347,Pozione del benessere minore
1348,Deor
1359,"Sblocca l'urlo ""Piega Volontà"""
1360,Fazione Cittadini Villaggio Skaal
1361,Fittone bagnato
1365,Bralsa Drel
1366,Ciclone
1375,Edla
1376,Raven Rock Netch Scene 03
1379,Mucchio di fieno
1380,Chiave della casa di Wulf
1382,Yrsa
1386,Mogrul
1388,Fazione Casa di Oslaf Villaggio Skaal
1389,Guardia Redoran
1391,Rileva fonte di cenere
1392,Benedizione della volpe - Invisibilità
1393,Edificio abbandonato
1397,Oppure potrei ucciderti.
1406,Raven Rock Any Location Scene 08
1410,Porta pazienza. Avrai il tuo denaro.
1413,Generale Falx Carius
1415,Haknir Marchio Mortale
1416,Benedizione della caccia
1421,Un ciclone che infligge <mag> punti di danno al secondo e scaglia le vittime in aria.
1429,Kuvar
1430,Fazione Casa del taglialegna Deor Villaggio Skaal
1431,Pagamento
1439,Come fai a dire che sei sotto attacco?
1444,Come funziona l'anello?
1445,Immagino tu voglia che uccida quegli esseri.
1447,Scaglia una freccia spettrale infliggendo <mag> punti di danno e sbilanciando il bersaglio.
1449,Pozione del benessere estremo
1450,Partecipa all'assalto alla sala degli incontri di Thirsk
1452,"Spiacente, non ne ho."
1464,Esperimenti? Cosa le hai fatto?
1466,Miraak
1468,Estrai
1473,Ecco a te. (<Global=DLC2CostToSail> pezzi d'oro)
1476,Succo di falena
1480,Non credo che i draghi siano interessati a te.
1481,Tharstan
1505,Solca-cenere
1512,
1513,Horker giovane
1514,Draugr
1520,Incantamento Bloodskal
1526,Conoscenza perduta
1529,Bava dell'abissale
1530,Torso
1531,Testa
1532,Potenziamento di salute di Neloth
1533,Sella
1534,Progenie di cenere della lotta
1535,Ho il Libro Nero.
1538,Posso aiutarti con la tua ricerca?
1543,Campione di progenie di cenere
1545,Raggiungi il Tempio di Miraak
1546,Caverna di Bristleback
1547,Granchio del fango
1548,Cerca informazioni su Miraak
1550,Fendente della Bloodskal
1551,Lentezza
1553,Sangue di Drago
1556,Chiave della spezieria di Tel Mithryn
1558,Abilità della progenie di cenere
1559,Lentezza
1564,Riekling cacciatore
1565,Abissale
1566,Progenie di cenere
1568,Il tuo incantesimo mi rende debole quando mi bagno!
1570,Poltiglia dell'uomo pesce
1577,Ash Ghoul Ambush Cell Location
1578,Parla con Neloth
1580,Sto cercando qualcuno chiamato Miraak.
1581,Lentezza
1584,Abissale guardiano
1594,Spada Bloodskal
1597,Cos'erano quelle cose?
1598,Estrai
1609,Viaggia fino a Solstheim
1611,Cavia
1612,Netch femmina
1618,Nota misteriosa
1620,Arma da lancio Bloodskal
1630,Prigione del Baluardo
1635,Abissale sentinella
1640,Recupera il Libro Nero
1642,Che tipo di esperimento vuoi fare su di me?
1644,Ricerche dei Telvanni
1647,Spriggan
1649,
1656,Hai trovato altri Libri Neri?
1659,Hai detto che mi avresti mostrato il vero potere.
1661,Possiamo stare tranquilli. Sono tutti al sicuro.
1662,Porta
1663,Danneggia salute
1673,Scrib
1674,I bastoni di Azra
1677,Lancia dei riekling
1679,Come facciamo a rimuovere la protezione del libro?
1680,Fendente della Bloodskal
1681,Chiave delle cucine di Tel Mithryn
1684,Spriggan bruciato
1685,Abissale vendicatore
1686,Progenie di cenere del sacrificio
1688,Bava
1689,La salute è danneggiata permanentemente di <mag> punti dopo aver nuotato o essere stati sotto la pioggia.
1693,Chi era Azra Nightwielder?
1701,"No, grazie. L'idea non mi piace."
1707,Storn mi ha detto di cercarti.
1709,Sarei felice di aiutare.
1711,Spada Bloodskal
1716,Deposito di pietra del cuore
1717,Bava
1720,Elmo nord inciso
1723,Guanti d'ossa fuse
1724,Aspetto del Drago
1725,Impossibile? Perché?
1726,Potenziamento di <mag> punti di salute di Neloth.
1727,Corazza nord incisa
1728,Rimuovi albero
1729,Parla
1730,Non mi serve il tuo aiuto. Troverò i segreti di Miraak per conto mio.
1731,Ragno fiammeggiante occultato
1732,Runa del veleno
1735,Chi è scomparso?
1736,Martello di stalhrim
1739,Cosa vuoi che faccia?
1740,"Vuole i ""segreti degli skaal"" in cambio della terza parola."
1741,Aspetto del Drago
1742,Ho parlato con Hermaeus Mora.
1744,Vieni da Morrowind?
1746,Spadone di stalhrim
1751,I bersagli che non resistono all'incantesimo subiscono <mag> punti di danno da veleno per <dur> secondi.
1760,Evoca un essere di cenere per <dur> secondi nel punto indicato da chi lancia l'incantesimo.
1762,Ragno velenoso
1764,Casotto abbandonato
1771,<BaseName> di Azra
1772,"Sì, voglio dare una mano."
1773,Vesti del cultista
1774,Stivali nord incisi
1777,HMDaedra
1778,Predone di pattuglia
1783,Dev'essere stato una persona importante.
1784,Non lo so. Ho visto Miraak su un drago.
1785,Rabbia degli Antichi
1787,Intuizione del Compagno
1790,Il vero potere della spada può essere scatenato solo dal Thu'um del Dovahkiin. Rabbia degli Antichi attiva: <Global=dlc2DBDragonWeapons>
1791,Ragno elettrico saltatore
1794,Ricevi <mag> punti aggiuntivi di salute e vigore quando hai equipaggiato l'Arco del Principe Cervo.
1795,Forza Inesorabile potente
1796,"Grande salone, Villaggio Skaal"
1798,Ancarion
1799,Ricetta: Ragno velenoso occultato
1800,Anello della necromanzia di Ahzidal
1801,Chi sei?
1803,Fortifica Salute
1804,Rituale di sangue
1805,Questo Miraak ha cercato di uccidermi.
1806,Ho esaminato il guerriero Cuore di Rovo.
1807,Ricetta: Ragno fiammeggiante saltatore
1808,Completo skaal
1812,"Per <dur> secondi, gli avversari molto vicini subiscono <mag> punti di danno da fuoco al secondo. I bersagli in fiamme subiscono danni ulteriori."
1813,Elmo di chitina pesante
1819,Evoca pugnale
1820,Segreto dell'Arcano
1825,Aumenta statistica
1827,Elmo di stalhrim
1829,Evoca pugnale
1831,Elmo di chitina
1832,Dove trovo un guerriero Cuore di Rovo?
1833,"Casa di Wulf Sangue Selvaggio, Villaggio Skaal"
1835,Perché credi che gli attacchi abbiano a che fare con la fattoria Attius?
1836,Pietra Sacra - Albero
1839,Dichiarazione di guerra
1840,Incontra Bujold al Tumulo di Hrothmund
1844,Aspetto del Drago
1846,Ragno velenoso occultato
1847,Trova la camera funeraria principale
1851,Ascia di stalhrim
1852,Stivali d'ossa fuse
1854,Stivali del cammino sull'acqua di Ahzidal
1856,Terra di Cenere
1859,Ragno incendiario
1860,+<mag>% di resistenza a fuoco e gelo per <dur> secondi.
1861,Cosa c'entrano i Cuori di Rovo con le pietre del cuore?
1865,Completo dunmer
1866,Annulla
1867,"Cosa sono i ""segreti degli skaal""?"
1869,Intuizione dell'Erudito
1872,Sei ferito? Hai bisogno di cure?
1873,Annulla
1875,Resistenza a fuoco/gelo
1880,Cenere di progenie
1882,Una nuova fonte di stalhrim
1883,Benedizione del cervo
1885,Come sta andando Drovas?
1887,Intuizione dell'Amante
1888,Non posso permetterti di guidare Thirsk.
1889,Vesti Telvanni
1890,Il libro era esattamente dove avevi detto.
1891,Ascia da guerra di stalhrim
1895,Segreto dell'Arcano
1896,Gli avversari vicini subiscono <mag> punti di danno da veleno al secondo.
1900,Rabbia degli Antichi
1902,Predone picchiatore
1903,Merilar Rendas
1907,Gli incantesimi non consumano magicka per <dur> secondi.
1908,Aspetto del Drago
1909,E adesso?
1910,"Casa di Deor, Villaggio Skaal"
1911,Rabbia degli Antichi
1912,Forza
1914,Predone di pattuglia
1916,Guanti nord incisi
1917,Tutti gli incantesimi richiedono il <75>% di magicka in meno per <dur> secondi. Utilizzo singolo. Acquisibile nuovamente alla Pietra degli Alberi.
1918,Le pietre del cuore
1919,Forma Ferale
1922,Cosa vuoi da me?
1923,Mul
1924,Armatura
1926,Camminare sull'Acqua
1930,D3v
1933,Predone fuorilegge
1934,Posso aiutarti con la tua ricerca?
1936,Mappa della fonte di stalhrim
1938,Gelatina di netch
1939,Posso darti una mano... ma niente è per niente.
1940,Ho trovato questa nota addosso a un essere di cenere.
1941,Segreto della Forza
1943,Annulla
1948,Spada di stalhrim
1949,Chiedi a Deor della scomparsa di Baldor
1951,Acquista bonus
1952,Evoca un orso mannaro per <dur> secondi nel punto indicato da chi lancia l'incantesimo. Utilizzo singolo. Acquisibile nuovamente alla Pietra della Bestia.
1953,"Incantesimi, no magicka"
1955,Perché non cominci ad andare?
1956,Annulla
1957,Veleno di netch
1958,Predone picchiatore
1959,Shout1b
1960,Ragno velenoso occultato
1961,Gli attacchi caricati infliggono il <25>% di danno in più. +<mag> resistenza al danno per <dur> secondi.
1962,Forma dell'orso mannaro
1964,Pugnale nord
1965,Annulla
1966,Acquista bonus
1968,Sarò felice di darti una mano.
1969,Aspirante cercatore
1970,Annulla
1975,Annulla
1977,Corazza di chitina pesante
1979,Causa <mag> punti di danno da veleno per <dur> secondi.
1980,Fiamme
1981,Acquista bonus
1984,Vesti di Miraak
1986,Predone
1989,Annulla
1990,Esamina un guerriero Cuore di Rovo
1991,Acquista bonus
1992,Runa del veleno
1993,Cosa farai adesso?
1996,Il Tempio di Miraak
2000,Annulla
2001,Tomo magico: Evoca pugnale
2002,Intuizione dell'Amante
2004,Acquista salute
