Index,Text
180,激昂の杖
183,エルトリス
186,どんなやり方でやればいい？
187,旋風の疾走3
189,黒檀の両手斧(雷神)
191,エルフのダガー(吹雪)
192,リフト衛兵
193,ブーツ
194,ホワイトラン内戦討論シーン
196,敵
197,口
199,騎士の薬
201,クリスタルドリフト洞窟
205,その像について質問がある
206,ハコン、ゴルムレイス、フェルディル？ 誰なんだ？
216,碧水晶のダガー(消費)
219,聖なるデイドラのグレートソード
221,気にしないでくれ。勘違いだ
225,デイドラの弓(火)
226,シールド - 忠実
228,デルキーサスを洞窟から出す
229,深遠の暁のブーツ
232,これからどうする？
234,重要な情報を持ってきた
235,ファリオン
236,春
237,スケルトン
241,オークの盾(冷気抑制)
255,ブーツ
258,ドワーフ・スフィア
261,ドワーフのグレートソード
267,亡霊たちの一派
268,T8r
270,関係
274,告発の手紙
276,ブレトン
277,スケールの万力の腕当て
278,荒野の呼び声3
279,オークの両手斧(恐怖)
282,魅了
287,密輸品をデインティ・スロードに置いてきた
288,バシュナグ
289,ああ。金庫にはこれがあった
291,高潔なるエルフのグレートソード
293,彼はなぜ自分の家族にあんなことを？
296,実に簡単そうだ
297,牛
306,学徒
310,何をすればいい？
313,DialogueGenericSharedInfo
314,あなたの娘について聞きたいことがある
315,確認だが、何をすることになっている？
320,修理
322,ウラクセン
323,ネポスの家
330,碧水晶のグレートソード(駆逐)
331,皮の錬金術の兜(小)
332,体力
334,血の匂い
335,最高の戦いのために
337,愛の宝庫
342,夢世界
343,出血の冠キノコ
347,また今度にしよう
348,グレイウォーター洞窟
352,精霊と戦闘中の番人
356,移動
357,ニヴェノールと言ったか？
361,スタミナ吸収
368,一人旅は本当に危険だな…
371,氷の塩鉱石をいくつか <Alias.ShortName=QuestGiver> へ持っていく
373,アンシルヴァンドの鍵
374,気にしないでくれ。ええと… 間違えた
377,[危険]
378,デルフィン
379,エルフのグレートソード(灼熱)
380,AllyKilled
382,エルフの弓(灼熱)
383,巨人一派
392,浅瀬にたたずむ
393,宝箱
397,AudioTemplateHagraven
398,一掃の仕事について教えてほしい
401,皮の盾(冷気衰退)
406,デイドラの弓(追放)
409,幽霊形態
410,フロストリバー農場一派
415,どうやってここから出ればいい？
419,ついて来い
420,HumanBeard41
423,炎の従徒召喚(強力)
424,星霜の書を見つけたら、どうすればいい？
427,いや、そちらが正しい。エレンウェンは残るべきだ
431,お前の父が、この手紙をどう思うだろうか？
439,アリンゴスの金庫
444,ダークブロンド
445,ライトブロンド
446,DA07ShrineofMehrunesDagonExitTrigger
447,ハニーブロンド
450,ソブンガルデの英雄と共にアルドゥインの霧を晴らす
451,オーバーン
452,ミディアム・ブラウン
453,ダークブラウン
454,ブラック
459,鉄灰色
462,家庭のことに口を出すつもりはない
465,ブライトグレー
466,彼はなぜ彼女を追っていたのか知らないか？
467,バレンジアの王冠
469,精鋭
472,クマの爪
473,GreenTintDark
476,BluishTintDark
477,エルフの両手斧(吸血)
484,オオカミの篭手
485,GreenTintLight
486,HumanSkinCorpse
487,乗った
491,YellowishTintAverage
492,DialogueDawnstarQuicksilverLeigelfLond02
495,ColorAverage
497,研いだ古代ノルドの両手斧(氷)
498,RedTintDeep
499,フィリンジャール
501,エルフの両手斧(激減)
502,RedTintAverage
507,BluishTintAverage
509,BrownTintAverage
510,あなたの敵を殺してきた
511,オークの弓(雷撃)
512,HumanSkinBaseTan
513,RedTintDark
514,RedTintLight
515,ガーディアン・サーベルキャット
517,HumanSkinDarkSkin01
522,エズバーンと話す
523,達人
526,LowerSocketRed01
527,ホワイトファイアル・サービス
528,HumanSkinBaseWhite04
531,10000ゴールドだ(嘘)
532,HumanSkinBaseWhite05
533,パイン・スラッシュの卵
534,HumanSkinBasePale01
537,HumanSkinDarkSkin04
539,HumanSkinDarkSkin05
540,ウェアウルフ・ビーストマスター
544,OrcSkin03
546,OrcSkin04
547,HighElfSkin01
548,HighElfSkin02
549,ウルフリックが帝国から逃げる時に、ヘルゲンを襲った奴だ
550,HighElfSkin03
552,HighElfSkin04
557,YellowTintBright
558,BluishTintLight
559,リーチの人々を手助けする(<Global=FriendsCountReach> / <Global=FriendsTotalMajorHold>)
560,BlackBrownBase
562,グリーン
565,タイタス・ミード2世は死んだ… この手で倒した
568,黄
570,ペラジア農園
571,ブルー
574,ニルンルート
575,赤鷲
576,気にするな。また後で
579,リーチウィンド砦
581,オークの弓(火炎)
582,宝箱
583,ブラウン
584,オレンジ
585,ブラック
586,ストームクロークの解説
587,どうやってハチの巣を破壊すればいい？
588,これが探していた本だ
589,ブルー
590,グリーン
591,クリスタルドリフト洞窟
592,それは手伝えない
593,レイロフ
596,彼がなぜあなたを追ったか知っているか？
598,HumanSkinBaseWhite07
601,揺るぎ無き力(中)
603,炎
605,ドワーフの片手斧(弱化)
606,死霊支配の巻物
607,HumanSkinBaseWhite09
609,どこにあるか教えてくれたら、取ってこよう
610,何かできることはあるか？
612,WarpaintRed01
613,サルモール大使館 - 尋問室
614,ウィザードの衛兵
616,開錠
617,WarpaintRed03
623,ボエシア信者
625,その兄弟について知らない
627,ランク = 最後に成功したミッション
629,WarpaintBlue03
630,WarpaintBlue04
631,ドラウン・ソロウ
633,MQ201 サルモール一派
634,WarpaintGreen02
635,WarpaintGreen03
638,WarpaintOrange02
641,WarpaintYellow01
642,山賊長
643,グリムシーバーの帰還
647,喉が渇いてるようだな
648,達人用蒸留器
649,HumanSkinDarkSkin09
650,HumanSkinDarkSkin06
654,使い魔召喚
656,HumanSkinDarkSkin07
662,ダンマーの亡霊
667,DialogueMarkarthHagsCureSceneMuiriBothela04
671,DarkElfSkin02
673,何か考えは？
674,帝国軍キャンプ
675,DarkElfSkin03
678,dunRannveigQSTLOSTTOCOMBAT
679,DarkElfSkin05
680,両親について聞かせてほしい
681,AvoidThreat
682,オーラ・ウイスパー
687,HairShavedMaleOrc12
688,HighElfSkin05
690,水中で長射程の呪文を使うことはできません
691,シェオゴラス神話
698,WoodElfSkin04
700,干し草の山
703,帝国軍のブーツ(雷撃耐性)
707,OrcMaleLipColor02
708,OrcMaleLipColor03
711,OrcMaleLipColor04
714,DarkElfMaleLips01
718,デイドラの片手斧(厳冬)
720,デイドラのグレートソード(無効)
721,なら、ここで何をしている？
722,棺
723,HighElfLips01
724,魔力の弓
725,LipsHighElfMale02
726,LipsHighElfMale03
727,エリクールの家シーン2
728,トレヴァの監視所脱出口
729,クエスト目標が多数表示されて混乱してしまう場合、ポーズメニューで複数のクエストがアクティブになっていないか確認するといい。その他のカテゴリから個々のクエスト目標をオン/オフにできる。
730,LipsHighElfMale05
733,鋼鉄のブーツ(腕力)
734,LipsWoodElfMale01
735,鉄の両手斧(冷気)
736,LipsWoodElfMale02
739,召喚魔法は死人を蘇らせ、オブリビオンの次元からモンスターを呼び寄せ、戦闘で倒した敵の魂を魂石に捕らえるために使われる。
741,碧水晶のグレートソード(雷電)
742,ブラック・ブライア・ハチミツ酒醸造所のシーン02
744,LipsWoodElfMale05
746,樽
747,盗賊ギルドの会話シーン10
748,LipsRedguardMale02
750,ドーンスター監獄の鍵
751,雄牛の足のロースト
753,<Alias=SonsMajorHoldCapital> はどうだ？
754,LipsRedguardMale03
760,LipsRedguardMale05
761,LipsRedguardFemale01
762,碧水晶の召喚術の兜(極限)
764,盾の棚
766,埋葬壷
771,ロストバレー要塞
772,上品なチュニック
776,毛皮の腕当て
777,TEMP - LIGHTS OUT
778,ホワイトランの首長と話す
779,任務: ハーンを始末する
780,ドラウグル
782,シールドスペルを持ってはいるが、使ったことはない
783,まだ手紙を届ける必要があるか？
784,殺人の裏にマダナックがいるんだ！
786,“メエルーンズのカミソリ”の刃の破片
787,FemaleEyesHumanLightBlue
789,モロウウィンドに帰りたいと考えたことは？
790,吸血鬼の吸収
791,ロムリンから届け物がある
792,シドゲイル
793,ビー・アンド・バルブのシーン15
798,プレイヤーがストームクロークの時だけ現れる
806,HairLineMaleNord5
807,マウフラクの地下
809,この馬を盗みますか？
812,木の門
813,まだ準備ができていない
814,ハチミツ酒の樽を <Alias=TG03SPJarlAlias> のところに持っていく
815,ドワーフのメイス(アーク放電)
818,生命探知
829,年齢
831,カルセルモの塔
832,体力上昇
833,アリバンヤ
837,穀物はすべて自分達で育てているのか
839,エルフのグレートソード(吹雪)
841,ネポスについて調べる
846,椅子
856,鉱山労働者の家
860,実は、やってもらいたい事がある
862,何をすればいい？
863,向上心に燃える魔術師
866,ハニングブルーは？
867,囁きの扉
870,炎の罠
880,パワーは1日1回しか使えません。
881,動物の忠誠1
898,あの見習いはどうしたんだ？
900,守りのサークル
901,防御上昇
903,オークの盾
904,マジカ低下
905,ブリニョルフについていく
908,なぜフォースウォーンに加わった？
910,何が問題なんだ？
911,エンドンの家
913,ヴァーミルナの不活性薬
915,黄昏の墓所の会話
918,ブルーブラック
920,なぜ隠そうとする？
921,ホロキ
922,AudioCategoryAMB
930,AudioCategoryVOC
931,AudioCategoryNonVOC
932,$Voice
936,帯鉄の鎧
937,FemaleEyesOrcYellow
938,MG大広間のシーン5
939,リバーウッド・ジャルデュルの家一派
945,次の命令は何ですか、閣下？
946,揺るぎ無き力
948,BrownTintDark
950,同行している仲間や雇用兵には扉の開錠、物を拾う、特定の場所に行く、敵を攻撃するなど、周囲にあるものを操作するよう命令できる。
954,隠術
955,ウィスプ・ラッピング
956,エルフの両手斧(報い)
957,見えない子供
959,恐怖の毒（極限）
961,フラール農場
967,碧水晶の弓(疲弊)
968,やあ元気か？
969,プレイヤー名
973,霊体化
974,腐脳病
976,囚人
978,ナップサック
979,タロスの像でジョン・バトル・ボーンに会う
985,アーンゲールがこのシャウトについて何を知っているか、確かめてみよう
986,何なら、その骨をへし折ってやろうか？
987,どんな護衛がいると思う？
990,なぜヘブノラークを恐れる？
991,鋼鉄の万力の篭手
995,リリス・メイデン・ルーム
998,予言を受けて来たなんて信じられるか？
1000,力の言葉
1002,晴天の空
1003,何をすればいい？
1008,給仕の娘を狙っているようだな
1009,鶏の卵
1012,帝国軍の忍びのブーツ(大)
1013,雷の欠落（極限）
1018,キャンセル
1019,黒檀のブーツ(雷撃減少)
1020,サルティス・アイドレンは片づけた
1025,戦利品を確認しているが、どんな調子だ？
1031,DialogueGenericDestroyObject
1032,フレッチャー
1034,やってくれということか？
1035,アルドゥインを倒した
1036,時間減速
1038,ウィンドヘルム馬屋
1040,アザダル
1044,こちらに従うと約束するか？
1045,勇気の呼び声
1046,MarksFemaleHumanoid05LeftGash
1050,オークの弓(拘束)
1055,エクスプロージョン
1056,アイススパイク(ドラゴンのみ)
1059,フロストブレス
1060,宝箱
1063,汚い霧
1066,フロストブレス
1068,ワバジャック
1069,一体この肉はどこから手に入れたものだ？
1071,研いだ古代ノルドのグレートソード(凍気)
1072,デイドラの幻惑術の兜(極限)
1079,エルフの片手斧(衰弱)
1081,器用な指先
1082,動物の忠誠
1084,不安
1086,帰還の杖
1092,手紙を渡してくれ。彼に届けよう
1094,特殊麻痺の能力
1095,スタミナ上昇
1096,オーラ・ウイスパー
1097,雷撃耐性ダウン
1100,影の石碑
1102,死の標的
1104,これに価値があったのかどうか、疑問に思う
1109,碧水晶の剣(蓄積)
1110,サルモールとはどういう関係なんだ？
1111,この剣の何が特別なんだ？
1112,カイネの安らぎ
1114,グレイフォックスの胸像をデルビンに返す
1115,呼びかけ
1118,運搬の首飾り
1121,熟練の狩人
1122,氷晶
1126,ダークエルフがどうして私兵に？
1130,スチームブレス
1131,頼んでるわけじゃない(威圧)
1132,ドワーフの戦鎚(激減)
1136,血の匂い
1139,戦慄の叫び
1140,ホワイトラン・イソルダの家一派
1145,集団の叫び
1147,一緒に行こう
1148,バトルクライ
1151,ドラゴンプレートの巧妙さの篭手(極限)
1152,アカグマ
1155,ヤギ一派
1156,野獣の舌
1157,ファイアブレス(ドラゴンのみ)
1159,荒野の呼び声
1160,錬金器具(<Global=HDMarkarthAlchemy> ゴールド)
1163,エルフのブーツ(雷撃抑制)
1166,転移
1168,旋風の疾走
1169,シャドウグリーン洞窟
1179,ハンドル
1180,兵士
1182,そのために来た訳ではない
1185,ラビリンシアンから出る道を見つける
1188,揺るぎ無き力
1192,アラルド・フローズン・ハート
1194,ドラゴンストーム・コール
1196,アイスストーム
1197,Fus
1205,Ro
1206,いや、許可は得ている(説得)
1209,鉄のダガー(冷気)
1210,Yol
1211,リフテン看守
1213,DragonFire01
1215,行こう
1216,DragonFire03
1220,扉
1221,エルフの剣(不動)
1224,我らが母アニッシの言葉
1227,Lo
1228,Sah
1230,Wuld
1232,TEMP - LIGHTS OUT
1233,N4
1234,はい
1236,鉄の矢
1237,すべての人種がここでは受け入れられるべきだ
1241,Kest
1243,ドラゴンプレートのブーツ(冷気軽減)
1244,ゴルドゥン・ロック洞窟
1245,Z3
1246,Gron
1247,ダイグレの家
1248,F1s
1249,出血の冠キノコ
1251,それがどれだけ危険なことか分かっているか？
1252,Ru
1256,デイドラのグレートソード(厳冬)
1257,碧水晶の片手斧(拘束)
1258,ロンダック
1259,首長の家をブロックしているバリケードを守る
1260,エルフの剣
1261,TG09ナイチンゲール敵対一派
1264,Su
1268,銀の鉱脈
1269,Lok
1270,V4
1271,黒檀のダガー
1276,トルステンのドクロの鍵
1277,J8r
1280,氷の精霊の能力
1282,エオラ
1285,アルドゥインの壁
1287,EnterBowZoomBreath
1289,Z4
1294,TEMP
1295,両手武器は片手武器よりも威力があるものの、防御には効果が低い。
1296,Frul
1297,Od
1299,ドラゴンはどこにいるんだ？
1302,T3d
1303,EyeKhajiitMale
1307,上昇した治癒
1308,Klo
1309,休息の薬（大）
1310,開錠術上昇
1315,王宮魔術師は誰だ？
1318,Hun
1319,K1l
1321,(黙っている)
1323,Z8r
1325,Fo
1328,AudioTemplateSkeever
1329,D3n
1331,Zun
1334,アダバル・ア
1335,DialogueGenericScene04
1338,V3k
1339,アイアンブレーカー鉱山
1340,M7
1341,T4
1342,L1s
1345,Kr3
1346,Lun
1347,Aus
1348,檻の門
1349,鋼鉄の戦鎚
1350,エクスリブの聖堂
1354,Strun
1357,宿屋「フロストフルーツ」
1362,オークの鍛造術の篭手(優)
1365,Qo
1369,尖った王冠とは何だ？
1370,K1n
1371,例の像を持ってきた
1372,Drem
1375,エクストラ・ポケット
1378,M9
1379,破壊
1381,ファルメル
1382,Gut
1385,碧水晶の片手斧(捕獲)
1386,3z
1388,Slen
1390,Nus
1396,DwarvenSteamCenturion
1397,黒檀の剣(気絶)
1398,ドラゴンプレートの兜
1400,空の香料ボトル
1407,ナナ・イルデーン
1409,ドラゴン・プリーストの杖
1410,集団の叫び
1412,ヒジェリムに近づく
1413,ダーツトラップ武器
1414,戸棚
1421,埋葬壷
1422,脚折り洞窟
1425,これからどうする？
1428,バトルクライ
1429,皇帝の声
1430,野獣の舌
1433,オークの弓(凍結)
1435,麗しの蛮族
1441,荒野の呼び声
1442,荒野の呼び声
1448,HairMaleDarkElf03
1449,害獣駆除
1450,日
1451,ドラゴンズリーチは、ドラゴンを捕えておくために作られたのか？
1453,それだけのことを、どうやって成し遂げたんだ？
1462,霊体化
1465,壊れている装備品を外すことはできません。
1466,ウルフリックに魔法を使う用はあるのか？
1468,冷気
1469,分かった そうしよう。
1474,この手紙をあんたからと言ってカミラに届けるよう、スヴェンに頼まれた
1475,ホワイトラン衛兵
1477,<Alias=Player> と言う。お会いできて光栄だ
1478,帝国軍将校
1480,準備はできた…
1481,ブリニョルフに紹介された
1483,サーベルキャット
1484,黒檀のブーツ(消音)
1489,下顎の長さ
1496,減速
1497,エルフの片手斧(猛火)
1501,未知の効果
1508,暗殺者のフード
1509,新しい仕事をさせてほしい
1511,で、分け前を得るにはどうすればいい？
1516,レバー
1517,リーチの戦い
1518,戦争の状況は？
1522,リーチの戦い
1524,ハイヤルマーチの戦い
1525,マルグレットという女性が泊まっていないか？
1527,ハイヤルマーチの戦い
1528,ウルフリックを本当に尊敬しているようだな
1530,気にしないでくれ。べつに何でもない
1532,賢者の薬
1533,ストーリオの護衛
1534,ホワイトランの戦い
1535,黒檀の両手斧(呪い)
1540,ドーンスターの聖域
1547,ファルクリースの戦い
1548,炎と闇: 死の同志たち
1550,隠密上昇
1554,ファルクリースの戦い
1556,エルフの片手斧(灼熱)
1559,フォレルホストについて教えてほしい
1560,上等な帽子
1561,囁きの扉の鍵
1565,スタミナ回復上昇
1567,ストームコール・ファイア効果セルフ3
1570,ペイルの戦い
1572,ウィンターホールドの戦い
1573,雷の障壁
1580,タイタス・ミード2世は死んだ
1582,鍛造上昇
1584,リフトの戦い
1585,彼らは何を見つけた？
1592,いいえ
1593,はい
1594,エルダーグリームの根
1596,デイドラの弓(凍結)
1603,神聖なるデイドラの戦鎚
1607,砦を占領する
1608,特殊麻痺
1609,冷気の障壁
1611,吟遊詩人の大学
1612,帝国軍のブーツ(焦熱減少)
1613,やめておく
1616,モーサル・ムーアサイド・ゴルム・アルバ
1619,修理？
1620,(見えないまま／見えない状態で立ち去る)
1623,はい
1624,いいえ
1625,その実験台になるのか？
1626,妨害工作？
1628,娘を殺した奴を見つけたくないのか？
1633,真の友
1634,武器の鍛造
1639,DialogueDushnikhYalBlacksmithingScene03
1641,なぜみんな、あなたをスパイだと言うんだ？
1642,眠りの木の野営地
1644,ドワーフの金属のインゴット
1648,ディープウッド要塞
1658,強制会話
1662,TEMP
1670,何だって？
1673,TEMP
1675,気にするな。お前は安全だ
1676,ウィンドワード遺跡
1678,亡霊ビジュアル
1682,シルドの杖
1687,ドワーフのダガー(渇き)
1688,宝箱
1691,ちょっと話がある
1694,ファルクリースの従士
1698,メルセルはゴールデングロウの仕入れ人を探しているらしい
1702,その項目をお気に入りに指定することはできません。
1703,なぜデイドラのせいでメイリンはおかしくなった？
1704,ドラゴンスケールのブーツ(火渡り)
1706,エメラルドの銀の首飾り
1708,それだけか？ あなたを散々信頼させておいて？
1709,取る
1714,TEMP
1720,どこで働いているんだ？
1721,頭
1723,骨の粉
1730,ソリチュード・フレッチャーの鍵
1734,アンシルヴァンドの穴
1738,そこで会おうと伝えてくれ
1739,どうやら、我々がナイチンゲールになったようだ
1742,HairLineMaleOrc24
1745,ペイル衛兵の鎧
1746,クジャク石の鉱脈
1750,盗賊と聖堂か。妙な組み合わせだな
1751,手遅れになる前にアルドゥインを探すには、それが唯一の手段なんだ
1754,ドワーフの剣(報い)
1756,さあ、ここから出よう(彼女を自由にする)
1758,スケールの忍びのブーツ
1759,シャリドールの洞察
1760,ラーゴットの返事
1761,いいえ
1763,鉄の剣
1764,呪文の書: 魅了
1765,はい
1774,テンバ・ワイド・アームのところに戻る
1776,冷気の魔術師
1777,この料理本について教えてくれ
1778,リバーウッドのテストシーン
1781,ムリル
1782,碧水晶の弓
1783,眠りの木の樹液を売りに来た
1787,革ひも
1789,(temp) FX Placeholder
1790,エルフの鍛造術の腕当て(優)
1792,バーバリアン
1796,[失敗]
1802,ナイチンゲールの鎧
1803,ドワーフの弓術の兜(大)
1805,オタール
1806,ビッツ・アンド・ピーセズ
1807,分け合える宝物が見つかるかも知れないぞ(説得)
1808,(temp) Gameplay Placeholder
1818,宝箱
1821,チャーウィッチ・コニンジの手紙 第3巻
1823,(temp) FX Placeholder
1828,強力な攻撃を繰り出すとスタミナを消費する。スタミナゲージが点滅している場合、強力な攻撃を試みても通常攻撃となってしまう。
1830,テュリウス将軍からの伝言
1845,マネキン
1848,井戸で遊ぶ子供
1850,ドラゴンズリーチ
1851,本当にダークエルフが帝都のスパイだと思うか？
1852,悪しき悪魔め、お前の味方はしない
1855,素人コンジュラー
1859,いいえ
1860,宿敵を倒したお礼の手紙をもらった
1861,はい
1862,揺るぎ無き力(弱)
1868,断絶の毒（大）
1871,ハグズエンドの鍵
1872,おばを独りで行かせたのか？
1879,TEMP
1882,オラヴァ・ザ・フィーブルの家
1883,旋風の疾走
1885,いや まだ
1886,服役
1887,狂乱の巻物
1888,傭兵になると決めたのか？
1890,幻惑魔法は相手の思考を操作するもので、恐れ、魅了、透明化などの呪文に影響する。
1891,ディベラ像
1900,言うとおりにしないと痛い目にあうぞ(殴り合い)
1902,崇敬なる鋼鉄のダガー
1906,帝国軍の手紙
1912,どこから商品を仕入れている？
1914,マーラのアミュレット(所有)
1916,スニルフ
1918,バラル・センデュ
1920,デイドラの防御術の盾(無双)
1921,ヴァルドルの幸運のダガー
1923,これは反逆だと分かっているか…
1924,サーベルキャットの牙
1926,HairMaleNordChild01
1927,続ける
1929,カンテラ
1930,ナイチンゲールについて教えてほしい
1931,倉庫支配人の包み
1932,昇天
1935,エルフのブーツ(冷気衰退)
1941,ドラゴンスケールの鍛造術の篭手(無双)
1942,費用: %dキャップ
1945,デイドラの弓(憎悪)
1948,スリ上昇
1954,雷の精霊
1961,なぜ入れられた？
1965,カースワステン
1967,あなたは来ないのか？
1970,シャウラス効果
1972,%d%s修理スキルが必要
1973,施錠された石棺
1974,死者撃退の息吹
1977,この像は価値がありそうだ
1982,なぜ彼女は死ななければならなかったんだ？
1983,印の上に血を垂らす
1984,コルバンヤンドにあると、どうして分かるんだ？
1987,鉄の戦鎚(小胆)
1988,OK
1991,サルモールとは何だ？
1996,星座の変更
1999,宝箱
2000,同胞団任命
2001,ラーズ・バトル・ボーン
2002,変性魔法について、何か学べることはあるか？
2005,OK
2013,首長？ 何の話をしているんだ？
2014,鋼鉄のマジカの兜(大)
2015,DialogueDawnstarInnFridaKaritaScene02
2017,触る
2024,OK
2025,スチールプレートの弓術の兜(大)
2026,ここにあるものは盗品じゃないのか？ 全部？
2027,鋼玉の鉱石を売りたい
2031,オラヴァ・ザ・フィーブル
2032,HumanBeardLong13_1bit
2033,最初からそのつもりだったわけか
2036,バーレイダーク農場一派
2038,崇敬なる帝国軍の弓
2041,海賊船
2042,帝国軍の鍛造術の腕当て(大)
2046,目
2047,心臓
2048,脳
2049,トルフディル
2051,このアイテムを破壊して、効果を習得しますか？
2052,鋼鉄の戦鎚(アーク放電)
2053,何もしない
2056,日
2059,戦士
2069,dunRannveigQSTSHARED01
2079,スキーヴァー
2084,ノースウォッチ砦を襲撃する気か？
2085,マッドクラブ
2086,呪われた部族
2100,それは大げさだ
2103,デイドラの弓
2104,オークのメイス(小胆)
2105,不満を抱く <BaseName>
2108,マルコラン
2117,首長 <BaseName>
2118,メリディアの灯
2119,冷風ヶ淵
2121,聞かせてくれ
2122,街を攻撃しろ
2126,デイドラのダガー(捕獲)
2127,牛にリンゴを食べさせる。
2131,何もしない
2133,本当に軍にいたのか？
2134,牛に餌を与える
2138,いいえ
2140,メイリンは何をやったんだ？
2141,はい
2142,狼の女王 第8巻
2145,ムザークの塔
2147,ああ
2148,ジョーン
2152,宝箱
2159,下顎の位置
2160,古代ノルドの片手斧(凍気)
2161,盗賊ギルドの盗品保管庫
2162,HairLineMaleNord1
2163,レイゲルフの家
2167,エルフの剣(凍結)
2169,TEMP
2171,首長か？ 仕事を探している
2172,助けると、何がもらえる？
2175,マスターウィザード
2177,氷のマントの巻物
2181,アマウンド・モティエール
2184,もうあの老人に構うな(威圧)
2194,デルフィンが予想していたとおりのことを言うな
2200,マルボーン
2203,実験者
2206,起こすべき内戦
2208,<Alias=QuestGiver> の <BaseName>
2213,エルフの破壊術の兜(大)
2214,子供の棺
2215,HairShavedMaleOrc25
2219,何もしない
2220,バルウェンの指輪を置く
2221,""" だが我らの同朋であるドゥーマーはデイドラをあざけり、我らの儀式を愚行と罵り、理性と論理の神を崇めることを選んだのだった。 "" ――ヴィベク"
2223,アメジストの銀の指輪
2226,ピシケンの指輪を置く
2230,デイドラのグレートソード(戦慄)
2233,カタリーナの指輪を置く
2234,トレオイの指輪を置く
2236,義姉妹
2237,デイドラの遺物
2239,巻物
2241,ブッチャーの日記＃1
2242,ドワーフの両手斧(小胆)
2243,中断
2244,聖血の杖(強)
2245,失敗
2246,成功
2249,スプリガンの能力
2251,拾う
2252,ハーシーン
2254,武装解除
2255,ベリン・フラールの家の鍵
2256,フラッグ
2262,太古の上り坂
2267,ドワーフの錬金術の腕当て(優)
2269,何もしない
2271,拾う
2273,罠を仕掛ける
2274,何もしない
2277,<BaseName> 虐殺者
2279,ソリチュード灯台
2280,ガスリックの武将
2284,駄獣
2285,彼女を殺す？
2286,グルームバウンド鉱山
2290,DialogueDragonBridge
2291,かんぬきがかけられた扉
2296,トリップワイヤー
2297,リゲル・ストロング・アーム
2299,帝国軍が <Alias=Hold> の支配権を得た。
2301,イングリッド
2304,樹液の栓
2306,エクスプロージョン
2308,ディスアーム・バッシュ
2310,彼はヴォルンルードと呼ばれる場所にいる
2313,月夜の鋼鉄の剣
2317,ここの武器と鎧は誰が作ったものだ？
2318,標章VII
2323,暁の塔
2324,また別の機会に
2325,ストームクロークは <Alias=Hold> の支配権を得られなかった。
2326,大学の外に多くの召喚士がいるのですか？
2327,氷の罠
2329,AudioTemplateSpiderFrostbite
2333,ストームクロークが <Alias=Hold> の支配権を失った。
2334,今すぐ柄を渡せ
2337,ストームクロークが <Alias=Hold> の支配権を得た。
2340,ウェイリーの眠り薬
2342,番人の監視兵
2343,ストームクロークが <Alias=Hold> の支配権を維持した。
2344,氷雪
2345,マジカ吸収
2349,月夜の剣
2350,完了
2352,ドラゴンスケールの盾(雷撃軽減)
2353,錯乱
2355,碧水晶の片手斧(畏怖)
2357,では、もう上級王と呼んだ方がいいか？
2358,目標に向く
2359,闇の一党に加わるべきだったのでは？
2362,戻る
2363,右
2365,治癒率上昇
2367,左
2368,ヘンリック
2369,密偵
2371,鍛冶屋
2373,エルフの剣(雷電)
